id,time,dayPower/capacity,lat,lng
126,2017-04-12,6.12,37.2783,117.393
126,2017-04-13,4.2,37.2783,117.393
126,2017-04-14,4.36,37.2783,117.393
126,2017-04-15,4.84,37.2783,117.393
126,2017-04-16,1.04,37.2783,117.393
126,2017-04-17,5.52,37.2783,117.393
126,2017-04-18,6.52,37.2783,117.393
126,2017-04-19,2.04,37.2783,117.393
126,2017-04-20,5.26,37.2783,117.393
126,2017-04-21,5.16,37.2783,117.393
126,2017-04-22,6.34,37.2783,117.393
126,2017-04-23,5.82,37.2783,117.393
126,2017-04-24,4.46,37.2783,117.393
126,2017-04-25,3.28,37.2783,117.393
126,2017-04-26,6.0,37.2783,117.393
126,2017-04-27,6.22,37.2783,117.393
126,2017-04-28,5.84,37.2783,117.393
126,2017-04-29,5.72,37.2783,117.393
126,2017-04-30,4.66,37.2783,117.393
126,2017-05-01,4.14,37.2783,117.393
126,2017-05-02,5.36,37.2783,117.393
126,2017-05-03,4.06,37.2783,117.393
126,2017-05-04,4.34,37.2783,117.393
126,2017-05-05,6.22,37.2783,117.393
126,2017-05-06,6.06,37.2783,117.393
126,2017-05-07,5.18,37.2783,117.393
126,2017-05-08,3.72,37.2783,117.393
126,2017-05-09,5.6,37.2783,117.393
126,2017-05-10,5.18,37.2783,117.393
126,2017-05-11,4.78,37.2783,117.393
126,2017-05-12,5.78,37.2783,117.393
126,2017-05-13,6.18,37.2783,117.393
126,2017-05-14,5.36,37.2783,117.393
126,2017-05-15,5.34,37.2783,117.393
126,2017-05-16,5.62,37.2783,117.393
126,2017-05-17,5.46,37.2783,117.393
126,2017-05-18,5.46,37.2783,117.393
126,2017-05-19,4.46,37.2783,117.393
126,2017-05-20,4.98,37.2783,117.393
126,2017-05-21,4.64,37.2783,117.393
126,2017-05-22,3.64,37.2783,117.393
126,2017-05-23,5.02,37.2783,117.393
126,2017-05-24,6.24,37.2783,117.393
126,2017-05-25,6.24,37.2783,117.393
126,2017-05-26,5.96,37.2783,117.393
126,2017-05-27,5.72,37.2783,117.393
126,2017-05-28,5.64,37.2783,117.393
126,2017-05-29,4.78,37.2783,117.393
126,2017-05-30,4.42,37.2783,117.393
126,2017-05-31,5.46,37.2783,117.393
126,2017-06-01,5.62,37.2783,117.393
126,2017-06-02,4.72,37.2783,117.393
126,2017-06-03,5.62,37.2783,117.393
126,2017-06-04,5.72,37.2783,117.393
126,2017-06-05,2.68,37.2783,117.393
126,2017-06-06,1.04,37.2783,117.393
126,2017-06-07,5.68,37.2783,117.393
126,2017-06-08,5.44,37.2783,117.393
126,2017-06-09,5.42,37.2783,117.393
126,2017-06-10,4.22,37.2783,117.393
126,2017-06-11,3.82,37.2783,117.393
126,2017-06-12,3.82,37.2783,117.393
126,2017-06-13,5.72,37.2783,117.393
126,2017-06-14,5.36,37.2783,117.393
126,2017-06-15,5.44,37.2783,117.393
126,2017-06-16,5.16,37.2783,117.393
126,2017-06-17,5.06,37.2783,117.393
126,2017-06-18,5.22,37.2783,117.393
126,2017-06-19,4.44,37.2783,117.393
126,2017-06-20,5.44,37.2783,117.393
126,2017-06-21,4.66,37.2783,117.393
126,2017-06-22,1.02,37.2783,117.393
126,2017-06-23,2.74,37.2783,117.393
126,2017-06-24,2.18,37.2783,117.393
126,2017-06-25,4.96,37.2783,117.393
126,2017-06-26,4.42,37.2783,117.393
126,2017-06-27,4.28,37.2783,117.393
126,2017-06-28,4.38,37.2783,117.393
126,2017-06-29,4.06,37.2783,117.393
126,2017-06-30,3.08,37.2783,117.393
126,2017-07-01,4.58,37.2783,117.393
126,2017-07-02,4.5,37.2783,117.393
126,2017-07-03,4.84,37.2783,117.393
126,2017-07-04,3.12,37.2783,117.393
126,2017-07-05,2.6,37.2783,117.393
126,2017-07-06,1.74,37.2783,117.393
126,2017-07-07,4.52,37.2783,117.393
126,2017-07-08,5.62,37.2783,117.393
126,2017-07-09,3.12,37.2783,117.393
126,2017-07-10,5.76,37.2783,117.393
126,2017-07-11,5.56,37.2783,117.393
126,2017-07-12,5.36,37.2783,117.393
126,2017-07-13,5.06,37.2783,117.393
126,2017-07-14,4.9,37.2783,117.393
126,2017-07-15,2.74,37.2783,117.393
126,2017-07-16,3.56,37.2783,117.393
126,2017-07-17,3.78,37.2783,117.393
126,2017-07-18,1.58,37.2783,117.393
126,2017-07-19,2.86,37.2783,117.393
126,2017-07-20,5.14,37.2783,117.393
126,2017-07-21,3.5,37.2783,117.393
126,2017-07-22,1.9,37.2783,117.393
126,2017-07-23,3.32,37.2783,117.393
126,2017-07-24,2.14,37.2783,117.393
126,2017-07-25,4.9,37.2783,117.393
126,2017-07-26,2.52,37.2783,117.393
126,2017-07-27,0.88,37.2783,117.393
126,2017-07-28,1.42,37.2783,117.393
126,2017-07-29,1.14,37.2783,117.393
126,2017-07-30,1.4,37.2783,117.393
126,2017-07-31,3.34,37.2783,117.393
126,2017-08-01,2.44,37.2783,117.393
126,2017-08-02,1.54,37.2783,117.393
126,2017-08-03,4.22,37.2783,117.393
126,2017-08-04,5.14,37.2783,117.393
126,2017-08-05,4.44,37.2783,117.393
126,2017-08-06,4.6,37.2783,117.393
126,2017-08-07,4.2,37.2783,117.393
126,2017-08-08,5.56,37.2783,117.393
126,2017-08-09,3.42,37.2783,117.393
126,2017-08-10,4.6,37.2783,117.393
126,2017-08-11,4.1,37.2783,117.393
126,2017-08-12,2.8,37.2783,117.393
126,2017-08-13,3.08,37.2783,117.393
126,2017-08-14,1.76,37.2783,117.393
126,2017-08-15,3.42,37.2783,117.393
126,2017-08-16,3.86,37.2783,117.393
126,2017-08-17,2.94,37.2783,117.393
126,2017-08-18,1.36,37.2783,117.393
126,2017-08-19,2.16,37.2783,117.393
126,2017-08-20,3.02,37.2783,117.393
126,2017-08-21,3.84,37.2783,117.393
126,2017-08-22,2.28,37.2783,117.393
126,2017-08-23,1.54,37.2783,117.393
126,2017-08-24,3.6,37.2783,117.393
126,2017-08-25,2.1,37.2783,117.393
126,2017-08-26,1.32,37.2783,117.393
126,2017-08-27,1.22,37.2783,117.393
126,2017-08-28,0.6,37.2783,117.393
126,2017-08-29,1.24,37.2783,117.393
126,2017-08-30,3.96,37.2783,117.393
126,2017-08-31,3.56,37.2783,117.393
126,2017-09-01,2.82,37.2783,117.393
126,2017-09-02,2.66,37.2783,117.393
126,2017-09-03,2.28,37.2783,117.393
126,2017-09-04,2.28,37.2783,117.393
126,2017-09-05,2.02,37.2783,117.393
126,2017-09-06,2.34,37.2783,117.393
126,2017-09-07,4.32,37.2783,117.393
126,2017-09-08,4.48,37.2783,117.393
126,2017-09-09,4.3,37.2783,117.393
126,2017-09-10,1.58,37.2783,117.393
126,2017-09-11,4.76,37.2783,117.393
126,2017-09-12,5.24,37.2783,117.393
126,2017-09-13,4.92,37.2783,117.393
126,2017-09-14,4.78,37.2783,117.393
126,2017-09-15,4.02,37.2783,117.393
126,2017-09-16,2.54,37.2783,117.393
126,2017-09-17,3.84,37.2783,117.393
126,2017-09-18,3.86,37.2783,117.393
126,2017-09-19,4.64,37.2783,117.393
126,2017-09-20,4.94,37.2783,117.393
126,2017-09-21,4.54,37.2783,117.393
126,2017-09-22,4.82,37.2783,117.393
126,2017-09-23,4.64,37.2783,117.393
126,2017-09-24,4.42,37.2783,117.393
126,2017-09-25,3.48,37.2783,117.393
126,2017-09-26,1.82,37.2783,117.393
126,2017-09-27,2.86,37.2783,117.393
126,2017-09-28,5.42,37.2783,117.393
126,2017-09-29,3.26,37.2783,117.393
126,2017-09-30,4.6,37.2783,117.393
126,2017-10-01,2.44,37.2783,117.393
126,2017-10-02,2.3,37.2783,117.393
126,2017-10-03,1.38,37.2783,117.393
126,2017-10-04,3.02,37.2783,117.393
126,2017-10-05,4.38,37.2783,117.393
126,2017-10-06,4.44,37.2783,117.393
126,2017-10-07,0.7,37.2783,117.393
126,2017-10-08,0.48,37.2783,117.393
126,2017-10-09,0.3,37.2783,117.393
126,2017-10-10,0.28,37.2783,117.393
126,2017-10-11,4.0,37.2783,117.393
126,2017-10-12,3.8,37.2783,117.393
126,2017-10-13,3.26,37.2783,117.393
126,2017-10-14,1.92,37.2783,117.393
126,2017-10-15,2.14,37.2783,117.393
126,2017-10-16,1.6,37.2783,117.393
126,2017-10-17,1.76,37.2783,117.393
126,2017-10-18,1.6,37.2783,117.393
126,2017-10-19,2.48,37.2783,117.393
126,2017-10-20,3.9,37.2783,117.393
126,2017-10-21,3.78,37.2783,117.393
126,2017-10-22,4.18,37.2783,117.393
126,2017-10-23,4.42,37.2783,117.393
126,2017-10-24,4.76,37.2783,117.393
126,2017-10-25,1.44,37.2783,117.393
126,2017-10-26,2.66,37.2783,117.393
126,2017-10-27,3.44,37.2783,117.393
126,2017-10-28,3.12,37.2783,117.393
126,2017-10-29,5.1,37.2783,117.393
126,2017-10-30,4.72,37.2783,117.393
126,2017-10-31,3.24,37.2783,117.393
126,2017-11-01,2.54,37.2783,117.393
126,2017-11-02,2.6,37.2783,117.393
126,2017-11-03,3.24,37.2783,117.393
126,2017-11-04,4.3,37.2783,117.393
126,2017-11-05,3.72,37.2783,117.393
126,2017-11-06,3.42,37.2783,117.393
126,2017-11-07,2.26,37.2783,117.393
126,2017-11-08,3.72,37.2783,117.393
126,2017-11-09,2.66,37.2783,117.393
126,2017-11-10,4.58,37.2783,117.393
126,2017-11-11,4.48,37.2783,117.393
126,2017-11-12,3.6,37.2783,117.393
126,2017-11-13,6.08,37.2783,117.393
126,2017-11-14,4.34,37.2783,117.393
126,2017-11-15,4.14,37.2783,117.393
126,2017-11-16,1.38,37.2783,117.393
126,2017-11-17,2.8,37.2783,117.393
126,2017-11-18,4.62,37.2783,117.393
126,2017-11-19,1.54,37.2783,117.393
126,2017-11-20,3.4,37.2783,117.393
126,2017-11-21,3.4,37.2783,117.393
126,2017-11-22,4.12,37.2783,117.393
126,2017-11-23,3.94,37.2783,117.393
126,2017-11-24,4.1,37.2783,117.393
126,2017-11-25,3.3,37.2783,117.393
126,2017-11-26,3.9,37.2783,117.393
126,2017-11-27,2.78,37.2783,117.393
126,2017-11-28,2.68,37.2783,117.393
126,2017-11-29,1.08,37.2783,117.393
126,2017-11-30,3.28,37.2783,117.393
126,2017-12-01,3.52,37.2783,117.393
126,2017-12-02,2.5,37.2783,117.393
126,2017-12-03,0.32,37.2783,117.393
126,2017-12-04,3.34,37.2783,117.393
126,2017-12-05,3.42,37.2783,117.393
126,2017-12-06,3.16,37.2783,117.393
126,2017-12-07,2.68,37.2783,117.393
126,2017-12-08,3.6,37.2783,117.393
126,2017-12-09,2.22,37.2783,117.393
126,2017-12-10,3.22,37.2783,117.393
126,2017-12-11,3.42,37.2783,117.393
126,2017-12-12,2.96,37.2783,117.393
126,2017-12-13,2.16,37.2783,117.393
126,2017-12-14,0.82,37.2783,117.393
126,2017-12-15,0.3,37.2783,117.393
126,2017-12-16,3.58,37.2783,117.393
126,2017-12-17,3.52,37.2783,117.393
126,2017-12-18,3.26,37.2783,117.393
126,2017-12-19,3.56,37.2783,117.393
126,2017-12-20,3.2,37.2783,117.393
126,2017-12-21,3.2,37.2783,117.393
126,2017-12-22,2.8,37.2783,117.393
126,2017-12-23,1.6,37.2783,117.393
126,2017-12-24,2.82,37.2783,117.393
126,2017-12-25,3.28,37.2783,117.393
126,2017-12-26,2.92,37.2783,117.393
126,2017-12-27,2.34,37.2783,117.393
126,2017-12-28,2.28,37.2783,117.393
126,2017-12-29,0.28,37.2783,117.393
126,2017-12-30,1.7,37.2783,117.393
126,2017-12-31,2.84,37.2783,117.393
126,2018-01-01,2.22,37.2783,117.393
126,2018-01-02,1.4,37.2783,117.393
126,2018-01-03,2.48,37.2783,117.393
126,2018-01-04,0.62,37.2783,117.393
126,2018-01-05,3.16,37.2783,117.393
126,2018-01-06,3.16,37.2783,117.393
126,2018-01-07,0.52,37.2783,117.393
126,2018-01-08,3.5,37.2783,117.393
126,2018-01-09,3.86,37.2783,117.393
126,2018-01-10,4.28,37.2783,117.393
126,2018-01-11,4.52,37.2783,117.393
126,2018-01-12,4.1,37.2783,117.393
126,2018-01-13,3.96,37.2783,117.393
126,2018-01-14,2.8,37.2783,117.393
126,2018-01-15,1.54,37.2783,117.393
126,2018-01-16,1.66,37.2783,117.393
126,2018-01-17,0.56,37.2783,117.393
126,2018-01-18,0.88,37.2783,117.393
126,2018-01-19,1.88,37.2783,117.393
126,2018-01-20,2.44,37.2783,117.393
126,2018-01-21,0.56,37.2783,117.393
126,2018-01-22,1.0,37.2783,117.393
126,2018-01-23,4.2,37.2783,117.393
126,2018-01-24,3.94,37.2783,117.393
126,2018-01-25,2.46,37.2783,117.393
126,2018-01-26,3.22,37.2783,117.393
126,2018-01-27,1.32,37.2783,117.393
126,2018-01-28,2.12,37.2783,117.393
126,2018-01-29,4.36,37.2783,117.393
126,2018-01-30,3.1,37.2783,117.393
126,2018-01-31,3.66,37.2783,117.393
126,2018-02-01,3.96,37.2783,117.393
126,2018-02-02,5.04,37.2783,117.393
126,2018-02-03,4.88,37.2783,117.393
126,2018-02-04,4.84,37.2783,117.393
126,2018-02-05,5.02,37.2783,117.393
126,2018-02-06,4.68,37.2783,117.393
126,2018-02-07,4.5,37.2783,117.393
126,2018-02-08,4.5,37.2783,117.393
126,2018-02-09,3.52,37.2783,117.393
126,2018-02-10,4.32,37.2783,117.393
126,2018-02-11,4.66,37.2783,117.393
126,2018-02-12,5.0,37.2783,117.393
126,2018-02-13,4.9,37.2783,117.393
126,2018-02-14,1.54,37.2783,117.393
126,2018-02-15,3.98,37.2783,117.393
126,2018-02-16,3.88,37.2783,117.393
126,2018-02-17,1.0,37.2783,117.393
126,2018-02-18,3.04,37.2783,117.393
126,2018-02-19,2.78,37.2783,117.393
126,2018-02-20,0.84,37.2783,117.393
126,2018-02-21,4.62,37.2783,117.393
126,2018-02-22,3.78,37.2783,117.393
126,2018-02-23,4.44,37.2783,117.393
126,2018-02-24,1.62,37.2783,117.393
126,2018-02-25,4.38,37.2783,117.393
126,2018-02-26,3.62,37.2783,117.393
126,2018-02-27,2.06,37.2783,117.393
126,2018-02-28,2.98,37.2783,117.393
126,2018-03-01,4.92,37.2783,117.393
126,2018-03-02,4.8,37.2783,117.393
126,2018-03-03,4.38,37.2783,117.393
126,2018-03-04,0.6,37.2783,117.393
126,2018-03-05,5.6,37.2783,117.393
126,2018-03-06,4.32,37.2783,117.393
126,2018-03-07,3.22,37.2783,117.393
126,2018-03-08,5.92,37.2783,117.393
126,2018-03-09,5.28,37.2783,117.393
126,2018-03-10,3.88,37.2783,117.393
126,2018-03-11,2.68,37.2783,117.393
126,2018-03-12,4.9,37.2783,117.393
126,2018-03-13,4.82,37.2783,117.393
126,2018-03-14,4.88,37.2783,117.393
126,2018-03-15,0.84,37.2783,117.393
126,2018-03-16,6.06,37.2783,117.393
126,2018-03-17,1.24,37.2783,117.393
126,2018-03-18,1.18,37.2783,117.393
126,2018-03-19,5.12,37.2783,117.393
126,2018-03-20,3.32,37.2783,117.393
126,2018-03-21,5.32,37.2783,117.393
126,2018-03-22,3.34,37.2783,117.393
126,2018-03-23,5.12,37.2783,117.393
126,2018-03-24,5.18,37.2783,117.393
126,2018-03-25,5.58,37.2783,117.393
126,2018-03-26,5.48,37.2783,117.393
126,2018-03-27,5.02,37.2783,117.393
126,2018-03-28,4.14,37.2783,117.393
126,2018-03-29,2.9,37.2783,117.393
126,2018-03-30,4.24,37.2783,117.393
126,2018-03-31,5.16,37.2783,117.393
126,2018-04-01,4.22,37.2783,117.393
126,2018-04-02,5.02,37.2783,117.393
126,2018-04-03,1.08,37.2783,117.393
126,2018-04-04,1.6,37.2783,117.393
126,2018-04-05,1.92,37.2783,117.393
126,2018-04-06,4.68,37.2783,117.393
126,2018-04-07,6.6,37.2783,117.393
126,2018-04-08,5.86,37.2783,117.393
126,2018-04-09,5.72,37.2783,117.393
126,2018-04-10,2.26,37.2783,117.393
126,2018-04-11,5.7,37.2783,117.393
126,2018-04-12,4.6,37.2783,117.393
126,2018-04-13,0.8,37.2783,117.393
126,2018-04-14,4.78,37.2783,117.393
126,2018-04-15,6.06,37.2783,117.393
126,2018-04-16,5.68,37.2783,117.393
126,2018-04-17,5.72,37.2783,117.393
126,2018-04-18,5.44,37.2783,117.393
126,2018-04-19,5.42,37.2783,117.393
126,2018-04-20,5.54,37.2783,117.393
126,2018-04-21,3.46,37.2783,117.393
126,2018-04-22,0.56,37.2783,117.393
126,2018-04-23,2.96,37.2783,117.393
126,2018-04-24,5.72,37.2783,117.393
126,2018-04-25,5.6,37.2783,117.393
126,2018-04-26,5.38,37.2783,117.393
126,2018-04-27,5.84,37.2783,117.393
126,2018-04-28,5.32,37.2783,117.393
126,2018-04-29,4.6,37.2783,117.393
126,2018-04-30,3.92,37.2783,117.393
126,2018-05-01,1.3,37.2783,117.393
126,2018-05-02,5.3,37.2783,117.393
126,2018-05-03,6.24,37.2783,117.393
126,2018-05-04,5.72,37.2783,117.393
126,2018-05-05,1.64,37.2783,117.393
126,2018-05-06,3.46,37.2783,117.393
126,2018-05-07,5.42,37.2783,117.393
126,2018-05-08,5.94,37.2783,117.393
126,2018-05-09,5.54,37.2783,117.393
126,2018-05-10,4.98,37.2783,117.393
126,2018-05-11,2.0,37.2783,117.393
126,2018-05-12,4.06,37.2783,117.393
126,2018-05-13,5.04,37.2783,117.393
126,2018-05-14,4.82,37.2783,117.393
126,2018-05-15,4.9,37.2783,117.393
126,2018-05-16,4.04,37.2783,117.393
126,2018-05-17,1.68,37.2783,117.393
126,2018-05-18,4.76,37.2783,117.393
126,2018-05-19,4.3,37.2783,117.393
126,2018-05-20,3.82,37.2783,117.393
126,2018-05-21,1.26,37.2783,117.393
126,2018-05-22,3.66,37.2783,117.393
126,2018-05-23,5.74,37.2783,117.393
126,2018-05-24,5.68,37.2783,117.393
126,2018-05-25,4.1,37.2783,117.393
126,2018-05-26,4.32,37.2783,117.393
126,2018-05-27,4.82,37.2783,117.393
126,2018-05-28,4.86,37.2783,117.393
126,2018-05-29,4.42,37.2783,117.393
126,2018-05-30,5.1,37.2783,117.393
126,2018-05-31,4.98,37.2783,117.393
126,2018-06-01,4.9,37.2783,117.393
126,2018-06-02,3.16,37.2783,117.393
126,2018-06-03,4.22,37.2783,117.393
126,2018-06-04,4.04,37.2783,117.393
126,2018-06-05,4.66,37.2783,117.393
126,2018-06-06,4.46,37.2783,117.393
126,2018-06-07,2.98,37.2783,117.393
126,2018-06-08,3.62,37.2783,117.393
126,2018-06-09,0.7,37.2783,117.393
126,2018-06-10,2.2,37.2783,117.393
126,2018-06-11,4.28,37.2783,117.393
126,2018-06-12,4.38,37.2783,117.393
126,2018-06-13,0.94,37.2783,117.393
126,2018-06-14,4.22,37.2783,117.393
126,2018-06-15,4.4,37.2783,117.393
126,2018-06-16,3.2,37.2783,117.393
126,2018-06-17,1.64,37.2783,117.393
126,2018-06-18,3.64,37.2783,117.393
126,2018-06-19,2.64,37.2783,117.393
126,2018-06-20,3.38,37.2783,117.393
126,2018-06-21,3.2,37.2783,117.393
126,2018-06-22,2.4,37.2783,117.393
126,2018-06-23,4.02,37.2783,117.393
126,2018-06-24,3.34,37.2783,117.393
126,2018-06-25,1.76,37.2783,117.393
126,2018-06-26,0.94,37.2783,117.393
126,2018-06-27,3.34,37.2783,117.393
126,2018-06-28,4.82,37.2783,117.393
126,2018-06-29,3.88,37.2783,117.393
126,2018-06-30,4.3,37.2783,117.393
126,2018-07-01,4.18,37.2783,117.393
126,2018-07-02,4.46,37.2783,117.393
126,2018-07-03,4.28,37.2783,117.393
126,2018-07-04,2.9,37.2783,117.393
126,2018-07-05,4.64,37.2783,117.393
126,2018-07-06,4.9,37.2783,117.393
126,2018-07-07,4.56,37.2783,117.393
126,2018-07-08,1.66,37.2783,117.393
126,2018-07-09,2.78,37.2783,117.393
126,2018-07-10,1.96,37.2783,117.393
126,2018-07-11,3.08,37.2783,117.393
126,2018-07-12,4.38,37.2783,117.393
126,2018-07-13,3.0,37.2783,117.393
126,2018-07-14,3.56,37.2783,117.393
126,2018-07-15,4.6,37.2783,117.393
126,2018-07-16,4.74,37.2783,117.393
126,2018-07-17,2.94,37.2783,117.393
126,2018-07-18,3.18,37.2783,117.393
126,2018-07-19,5.02,37.2783,117.393
126,2018-07-20,5.06,37.2783,117.393
126,2018-07-21,4.98,37.2783,117.393
126,2018-07-22,4.74,37.2783,117.393
126,2018-07-23,1.82,37.2783,117.393
126,2018-07-24,4.9,37.2783,117.393
126,2018-07-25,5.02,37.2783,117.393
126,2018-07-26,4.08,37.2783,117.393
126,2018-07-27,3.04,37.2783,117.393
126,2018-07-28,3.36,37.2783,117.393
126,2018-07-29,4.14,37.2783,117.393
126,2018-07-30,4.56,37.2783,117.393
126,2018-07-31,5.16,37.2783,117.393
126,2018-08-01,4.8,37.2783,117.393
126,2018-08-02,4.78,37.2783,117.393
126,2018-08-03,5.24,37.2783,117.393
126,2018-08-04,4.8,37.2783,117.393
126,2018-08-05,3.58,37.2783,117.393
126,2018-08-06,3.44,37.2783,117.393
126,2018-08-07,3.44,37.2783,117.393
126,2018-08-08,3.32,37.2783,117.393
126,2018-08-09,3.46,37.2783,117.393
126,2018-08-10,5.08,37.2783,117.393
126,2018-08-11,4.9,37.2783,117.393
126,2018-08-12,4.98,37.2783,117.393
126,2018-08-13,2.3,37.2783,117.393
126,2018-08-14,0.66,37.2783,117.393
126,2018-08-15,4.28,37.2783,117.393
126,2018-08-16,3.6,37.2783,117.393
126,2018-08-17,5.02,37.2783,117.393
126,2018-08-18,1.2,37.2783,117.393
126,2018-08-19,0.42,37.2783,117.393
126,2018-08-20,3.8,37.2783,117.393
126,2018-08-21,4.64,37.2783,117.393
126,2018-08-22,3.02,37.2783,117.393
126,2018-08-23,4.4,37.2783,117.393
126,2018-08-24,5.14,37.2783,117.393
126,2018-08-25,5.32,37.2783,117.393
126,2018-08-26,4.22,37.2783,117.393
126,2018-08-27,5.14,37.2783,117.393
126,2018-08-28,3.94,37.2783,117.393
126,2018-08-29,4.3,37.2783,117.393
126,2018-08-30,2.8,37.2783,117.393
126,2018-08-31,3.38,37.2783,117.393
126,2018-09-01,4.58,37.2783,117.393
126,2018-09-02,1.22,37.2783,117.393
126,2018-09-03,4.26,37.2783,117.393
126,2018-09-04,5.18,37.2783,117.393
126,2018-09-05,3.88,37.2783,117.393
126,2018-09-06,4.46,37.2783,117.393
126,2018-09-07,5.16,37.2783,117.393
126,2018-09-08,4.98,37.2783,117.393
126,2018-09-09,4.86,37.2783,117.393
126,2018-09-10,3.9,37.2783,117.393
126,2018-09-11,4.34,37.2783,117.393
126,2018-09-12,3.46,37.2783,117.393
126,2018-09-13,2.56,37.2783,117.393
126,2018-09-14,2.14,37.2783,117.393
126,2018-09-15,1.22,37.2783,117.393
126,2018-09-16,1.82,37.2783,117.393
126,2018-09-17,3.48,37.2783,117.393
126,2018-09-18,0.82,37.2783,117.393
126,2018-09-19,0.4,37.2783,117.393
126,2018-09-20,1.04,37.2783,117.393
126,2018-09-21,3.88,37.2783,117.393
126,2018-09-22,4.6,37.2783,117.393
126,2018-09-23,4.68,37.2783,117.393
126,2018-09-24,4.76,37.2783,117.393
126,2018-09-25,1.42,37.2783,117.393
126,2018-09-26,3.72,37.2783,117.393
